index,hash,key,description,english value,translated value
129,"0f9206cc6c26331ac5233da4ed072e06","['achievements', 'Pro Boxer', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Won without using any bombs","Voitettu ilman pommeja"
130,"fc099165872b933580234eb335d93f66","['achievements', 'Pro Boxer', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Complete ${LEVEL} without using any bombs","Suorita taso ${LEVEL} ilman pommeja"
131,"0148404faec4109a397ac01570a3f6b6","['achievements', 'Pro Boxer', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Completed ${LEVEL} without using any bombs","Suoritettu taso ${LEVEL} ilman pommeja"
132,"dee6dfb591da1c5a95af3763f4270aa7","['achievements', 'Pro Boxer', 'name']","Name of this achievement.","Pro Boxer","Supernyrkkeilijä"
133,"29e7ec4c328dadc22425003ae53879f3","['achievements', 'Pro Football Shutout', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Win without letting the bad guys score","Voita ilman että pahat tyypit saavat pistetitä"
134,"66f170760752e41994e7851e2ebc3eea","['achievements', 'Pro Football Shutout', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Won without letting the bad guys score","Voitettu ilman että pahat tyypit saavat pisteitä"
135,"0aee771dc9b819c813c5a050fcaac61c","['achievements', 'Pro Football Shutout', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Win ${LEVEL} without letting the bad guys score","Voita taso ${LEVEL} ilman että pahat tyypit saavat pisteitä"
136,"10d60e2dadcba2d6c0bc730ad4f05957","['achievements', 'Pro Football Shutout', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Won ${LEVEL} without letting the bad guys score","Voitettu taso ${LEVEL} ilman että pahat tyypit saavat pisteitä"
137,"a2b6f7a42606a593d17b5541a75da474","['achievements', 'Pro Football Shutout', 'name']","Name of this achievement.","${LEVEL} Shutout","${LEVEL} Pidä nolla"
138,"732ce9bbaa46b1cee13ded30a75f2080","['achievements', 'Pro Football Victory', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Win the game","Voita ottelu"
139,"bf16e882dd654b70f19ae4b71bd60d09","['achievements', 'Pro Football Victory', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Won the game","Voitettu ottelu"
140,"1ec9f0ba09b26487070d05097ec12023","['achievements', 'Pro Football Victory', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Win the game in ${LEVEL}","Voita ottelu tasolla ${LEVEL}"
141,"7c7aa3e0d6c70f9a908ab0f25c264727","['achievements', 'Pro Football Victory', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Won the game in ${LEVEL}","Voitettu ottelu tasolla ${LEVEL}"
142,"3219d38f9ed8b038fa096375806b66cf","['achievements', 'Pro Football Victory', 'name']","Name of this achievement.","${LEVEL} Victory","${LEVEL} Voitto"
143,"d1bd9cbc0bb67aff2b9f637847522319","['achievements', 'Pro Onslaught Victory', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Defeat all waves","Voita kaikki aallot"
144,"d7efa934811ef806b19d0fe0e5b69deb","['achievements', 'Pro Onslaught Victory', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Defeated all waves","Voitettu kaikki aallot"
145,"4112610bad4dfff920084d6a8d2c56cc","['achievements', 'Pro Onslaught Victory', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Defeat all waves of ${LEVEL}","Voita kaikki aallot tasolta ${LEVEL}"
146,"d5f31fbecd94ae877cca09fb5c04f4e0","['achievements', 'Pro Onslaught Victory', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Defeated all waves of ${LEVEL}","Voitettu kaikki aallot tasolta ${LEVEL}"
147,"3219d38f9ed8b038fa096375806b66cf","['achievements', 'Pro Onslaught Victory', 'name']","Name of this achievement.","${LEVEL} Victory","${LEVEL} Voitto"
148,"85a3331ca887c98421eb9c5b4433b77d","['achievements', 'Pro Runaround Victory', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Complete all waves","Suorita kaikki aallot"
149,"5bc0e0b41688ff8468cb1508ae307cab","['achievements', 'Pro Runaround Victory', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Completed all waves","Suoritettu kaikki aallot"
150,"ed351ee0e5938464d9b68225e5da3c6e","['achievements', 'Pro Runaround Victory', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Complete all waves on ${LEVEL}","Suorita kaikki aallot tasolla ${LEVEL}"
151,"468aba702f7e8fc54df63e3f943f28e3","['achievements', 'Pro Runaround Victory', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Completed all waves on ${LEVEL}","Suoritettu kaikki aallot tasolla ${LEVEL}"
152,"3219d38f9ed8b038fa096375806b66cf","['achievements', 'Pro Runaround Victory', 'name']","Name of this achievement.","${LEVEL} Victory","${LEVEL} Voitto"
153,"0a02414eab380405d31b4033bf03db3c","['achievements', 'Rookie Football Shutout', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Win without letting the bad guys score","Voita ilman että pahat tyypit saavat pisteitä"
154,"66f170760752e41994e7851e2ebc3eea","['achievements', 'Rookie Football Shutout', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Won without letting the bad guys score","Voitettu ilman että pahat tyypit saavat pisteitä"
155,"0aee771dc9b819c813c5a050fcaac61c","['achievements', 'Rookie Football Shutout', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Win ${LEVEL} without letting the bad guys score","Voita taso ${LEVEL} ilman että pahat tyypit saavat pisteitä"
156,"10d60e2dadcba2d6c0bc730ad4f05957","['achievements', 'Rookie Football Shutout', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Won ${LEVEL} without letting the bad guys score","Voitettu taso ${LEVEL} ilman että pahat tyypit saavat pisteitä"
157,"a2b6f7a42606a593d17b5541a75da474","['achievements', 'Rookie Football Shutout', 'name']","Name of this achievement.","${LEVEL} Shutout","${LEVEL} Pidä nolla"
158,"732ce9bbaa46b1cee13ded30a75f2080","['achievements', 'Rookie Football Victory', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Win the game","Voita ottelu"
159,"bf16e882dd654b70f19ae4b71bd60d09","['achievements', 'Rookie Football Victory', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Won the game","Voitettu ottelu"
160,"1ec9f0ba09b26487070d05097ec12023","['achievements', 'Rookie Football Victory', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Win the game in ${LEVEL}","Voita ottelu tasolla ${LEVEL}"
161,"7c7aa3e0d6c70f9a908ab0f25c264727","['achievements', 'Rookie Football Victory', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Won the game in ${LEVEL}","Voitettu ottelu tasolla ${LEVEL}"
162,"3219d38f9ed8b038fa096375806b66cf","['achievements', 'Rookie Football Victory', 'name']","Name of this achievement.","${LEVEL} Victory","${LEVEL} Voitto"
163,"d1bd9cbc0bb67aff2b9f637847522319","['achievements', 'Rookie Onslaught Victory', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Defeat all waves","Voita kaikki aallot"
164,"d7efa934811ef806b19d0fe0e5b69deb","['achievements', 'Rookie Onslaught Victory', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Defeated all waves","Voitettu kaikki aallot"
165,"52ec2b062d4715ab996693e002f04139","['achievements', 'Rookie Onslaught Victory', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Defeat all waves in ${LEVEL}","Voita kaikki aallot tasolla ${LEVEL}"
166,"d5fe88fa4f9fdae597f50f5c23c062d7","['achievements', 'Rookie Onslaught Victory', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Defeated all waves in ${LEVEL}","Voitettu kaikki aallot tasolla ${LEVEL}"
167,"3219d38f9ed8b038fa096375806b66cf","['achievements', 'Rookie Onslaught Victory', 'name']","Name of this achievement.","${LEVEL} Victory","${LEVEL} Voitto"
168,"2e860d614ddbfd74b9417bdd65d96d9d","['achievements', 'Runaround God', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Score 2000 points","Kerää 2000 pistettä"
169,"cdf5793f0fed60098befbff2f5b0a94f","['achievements', 'Runaround God', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Scored 2000 points","Kerätty 2000 pistettä"
170,"e8528823a9cee621f9246202b1b9dbb9","['achievements', 'Runaround God', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Score 2000 points on ${LEVEL}","Kerää 2000 pistettä tasolla ${LEVEL}"
171,"15492d415862e11c230201961f7f2fa0","['achievements', 'Runaround God', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Scored 2000 points on ${LEVEL}","Kerätty 2000 pistettä tasolla ${LEVEL}"
172,"653113e721fb87fb8518072216edfa96","['achievements', 'Runaround God', 'name']","Name of this achievement.","${LEVEL} God","${LEVEL} Jumala"
173,"6ea62c48d482a9ca49490f3f466fed22","['achievements', 'Runaround Master', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Score 500 points","Kerää 500 pistettä"
174,"49a71769931b8bc41ef04b6c518d49e9","['achievements', 'Runaround Master', 'descriptionComplete']","shown in-game once this achievement has been completed; does not need to include the level name since it is shown *during* that level","Scored 500 points","Kerätty 500 pistettä"
175,"c967434fbf6781b7c0ee22191dd390c6","['achievements', 'Runaround Master', 'descriptionFull']","shown in places like GameCenter or GameCircle when this achievement is not yet complete.","Score 500 points in ${LEVEL}","Kerää 500 pistettä tasolla ${LEVEL}"
176,"13e1edd4b5d47506e618172f78b4c6c5","['achievements', 'Runaround Master', 'descriptionFullComplete']","shown in places like GameCenter or GameCircle when this achievement has been completed.","Scored 500 points in ${LEVEL}","Kerätty 500 pistettä tasolla ${LEVEL}"
177,"55aa9eb13a7f85f4cf3b765b2dab33e9","['achievements', 'Runaround Master', 'name']","Name of this achievement.","${LEVEL} Master","${LEVEL} Mestari"
178,"2258d63365202511eb3429bdda06c32f","['achievements', 'Runaround Wizard', 'description']","shown in-game when this achievement is not yet complete; does not need to include the level name since it is shown *during* that level","Score 1000 points","Kerää 1000 pistettä"
